Candidate,Tweet,Year,Party
BernieSanders,Let's win Minnesota. Let's defeat Donald Trump. Let's go forward and create a nation that works for all people. Join our Minnesota for Biden Rally starting soon at 6 ET:,2020,Democrat
BernieSanders,"When you hear people telling you this is the most important election in our lifetimes, they’re not kidding.

This election is not just about the economy, climate change, education and health care.

This is about whether we retain American democracy.",2020,Democrat
BernieSanders,"You know it, I know and Trump and the Republicans know it: If young people vote in large numbers, Trump is going to lose and he will lose badly. Join me and Michigan college students now:",2020,Democrat
BernieSanders,Students can be the ones in this election to ensure we send Donald Trump packing. Join me at 4 pm ET for a virtual Michigan GOTV rally:,2020,Democrat
BernieSanders,Congratulations to the hundreds of thousands of courageous women in Poland who are out on the streets standing up for democracy and the right to control their own bodies,2020,Democrat
BernieSanders,"Here's Trump's election strategy:

-Suppress the vote
-Intimidate voters
-Prevent mail-in ballots from being counted

This election is not just Biden vs. Trump. It's about retaining our democracy. Trump must go. VOTE!",2020,Democrat
BernieSanders,"In 2016 Trump won Wisconsin by a fraction of a percent. The stakes are too high for that to happen again. Make a plan to vote if you haven’t already, and join our rally now with 
@MarkPocan
 and more:",2020,Democrat
BernieSanders,"Today at 12 pm CT / 1 pm ET: I will be joining 
@TeamJoe
 for a virtual rally to help get out the vote in Wisconsin. Join us and make sure your friends and family are voting!",2020,Democrat
BernieSanders,"Lies, lies and more lies. More COVID-19 cases reported yesterday than ever, and Trump says we are ""rounding the corner."" Doctors risk their lives to treat us, and Trump says they are profiteering from COVID deaths. We must end the pathological lying. Vote him out!",2020,Democrat
BernieSanders,"We must elect Joe Biden because we need a president who, unlike Trump, will listen to science in order to address this pandemic.",2020,Democrat
BernieSanders,"Strong progressives who will represent our movement and lead the fight to transform this country are running at the state and local level everywhere.

If you haven't voted yet, take a look at the down-ballot candidates I've endorsed in your state:",2020,Democrat
BernieSanders,"This country sends people to the moon. We have sophisticated guided missile systems.

And yet in places like Georgia people are waiting in seven- or eight-hour lines to vote. 

That is not an accident. It is voter suppression, and it is what Republican leadership wants.",2020,Democrat
BernieSanders,"Here’s three reasons why this is the most important election in our lifetimes:

1. The president is a pathological liar.
2. He does not respect rule of law.
3. We cannot have a government that does not believe in science.",2020,Democrat
BernieSanders,"Some people ask what an old Jewish white guy has in common with young women of color like 
@AOC
, 
@AyannaPressley
, 
@IlhanMN
 and 
@RashidaTlaib
.

We understand each other. We come from working class backgrounds. And we’re going to go forward together.",2020,Democrat
BernieSanders,"Trump and Republican governors don’t want you to vote. We’ve got to fight back and the first step is to create a historic turnout in Georgia and nationwide. Join us live with 
@NikemaWilliams
 and more:",2020,Democrat
BernieSanders,"No, Mr. President. Wearing a mask is not ""politically correct."" We're not ""rounding the corner."" You haven't “ended the pandemic.”

We are breaking records for COVID-19 hospitalizations, deaths and cases because of your rejection of science. And that is why you must be defeated.",2020,Democrat
BernieSanders,"We need strong progressives in Congress to fight for and win policies that work for the working class, not just the 1%. I’m proud to support Rep. 
@dana_balter
’s campaign for  U.S. House.",2020,Democrat
BernieSanders,"Rep. 
@DeFazio4Oregon
 is one of the co-founders of the House Progressive Caucus and continues to fight to protect and expand Social Security, raise wages and defend our planet from polluters. Let’s re-elect Peter to Congress.",2020,Democrat
BernieSanders,".
@JeffMerkley
 is fighting to improve the lives of working families and to ensure we leave behind a planet that is healthy and habitable for our kids and grandkids. Oregon, be sure to re-elect Jeff to the U.S. Senate on Tuesday.",2020,Democrat
BernieSanders,"TONIGHT at 8:30 pm ET: join our Fighting for Justice in Georgia town hall at http://live.berniesanders.com. Let's win in Georgia, win this election, and send Donald Trump packing.",2020,Democrat
BernieSanders,"“Imagine a future of work where our voices are heard, where we can take pride in what we do… and have the time to share in the moments that really matter for our families. This is all possible in America.” -
@aijenpoo",2020,Democrat
BernieSanders,"“It is no accident that people of color have been on the front lines of these crises… and are risking their lives for less than $15 an hour.” -
@MaryKayHenry",2020,Democrat
BernieSanders,"When we go to vote, it is not enough to think about Trump all of the time. We must also think about what we have got to do to improve the lives of tens of millions of people today who are hurting.",2020,Democrat
BernieSanders,"A living wage is on the ballot this election. When Joe Biden is president, millions of American workers will get a much-deserved raise. Join me now with",2020,Democrat
BernieSanders,"This campaign is not simply about defeating Donald Trump. It's about higher wages, equal pay, guaranteed paid family and medical leave, guaranteed childcare, and fighting climate change by creating millions of good-paying jobs",2020,Democrat
BernieSanders,"Young people are the most progressive generation in history. And now, finally, they are voting in large numbers.  This is a major step forward for the political revolution and goes beyond defeating Trump. It is the beginning of the transformation of American society. Let's do it!",2020,Democrat
BernieSanders,"About 60,000 people a year die unnecessarily because they are not adequately insured. That's 164 people every day. We must continue the fight to make health care in the United States a human right through a Medicare for All single-payer program",2020,Democrat
BernieSanders,"The pandemic is surging, we’ve lost over 225,000 people already, hospitals are being filled to capacity — and Trump is doing the opposite of what doctors and scientists tell us we have to do.",2020,Democrat
BernieSanders,"“We as a society have operated from a place of cynicism for quite a while and it hasn’t worked out so well… But we are the workers, and we are the builders. So let a new world be born from our bricks.” -
@_dotgov
, Creative Director of 
@sunrisemvmt",2020,Democrat
BernieSanders,"Let me just say to people who may be wondering whether this election is important.

This isn’t an esoteric or academic issue.

This election matters and it matters big time.",2020,Democrat
BernieSanders,t could well be that Texas is going to transform politics in America.,2020,Democrat
BernieSanders,"Walter Wallace should be alive today, and our thoughts are with his loved ones. The police responsible for murdering him in front of his mother instead of getting him the medical attention he needed should be arrested, investigated, and prosecuted by the Justice Department.",2020,Democrat
BernieSanders,"My message to young people is this: More than any other group of people, this election is vitally important to you.

Your vote matters. Make sure you cast it.",2020,Democrat
BernieSanders,"""These past four years have been a collective traumatic experience for so many in our country. But in the face of that trauma, we galvanized a movement. We aren’t afraid. We’re angry—and together, we will take back our future.",2020,Democrat
BernieSanders,"Trump on COVID-19:
-We're ""rounding a corner.""
-Dr. Fauci is an ""idiot.""
-""Don't be afraid of COVID.""

Trump's anti-science attitude is why 225,000 Americans are dead and why the pandemic is surging nationwide. We need a president who believes in science, not right-wing rhetoric.",2020,Democrat
BernieSanders,This election is about the absurdity of the very rich getting richer while 90 million Americans are uninsured or underinsured and tens of millions work for starvation wages. A new Democratic Senate must take on the billionaires and fight for a struggling working class. VOTE!,2020,Democrat
BernieSanders,"This election is not just about the future of our country – it is about the future of our planet. Join me and 
@MarkRuffalo
 this Wednesday for a virtual town meeting on the climate crisis. Tune in at 8 pm ET at http://live.berniesanders.com.",2020,Democrat
BernieSanders,"Does anybody care? Half of our people live paycheck to paycheck, and millions face hunger, eviction and lack of health care. If McConnell won't do it, we will. The first job of a new Democratic Senate will be passing a major coronavirus stimulus bill protecting working families.",2020,Democrat
BernieSanders,"Trump and his friends are trying to make it harder for poor people, people of color and young people to vote.

That is an outrage",2020,Democrat
BernieSanders,"Today, White House Chief of Staff Mark Meadows said, “We are not going to get control of the pandemic.” The Trump administration would rather let tens of thousands of Americans unnecessarily die than listen to scientists and create a national plan. They must be defeated.",2020,Democrat
BernieSanders,"If you live in New York and, like me, want to take on wealthy and powerful interests to build a country that works for all of us, please vote for Joe Biden and Kamala Harris on the 
@workingfamilies
 party line",2020,Democrat
BernieSanders,"I have known Joe Biden for many years. Despite our our differences, I can vouch for his decency and his belief in our democracy.

We simply cannot re-elect a president who does not believe in the rule of law and our constitution.",2020,Democrat
BernieSanders,"Joe Biden understands that a $7.25 minimum wage is a starvation wage. When he is president, 40 million Americans will get a much-deserved pay raise to $15 an hour.",2020,Democrat
BernieSanders,How absurd is it that the White House itself has become a super-spreader of this virus?,2020,Democrat
BernieSanders,"The sad truth is tens of thousands of Americans have died, who should not have died, because President Trump and this administration were not prepared for this pandemic.",2020,Democrat
BernieSanders,"America cannot be a model to the world if we continue to have a president who is a pathological liar, who does not believe in the rule of law and who undermines democracy.",2020,Democrat
BernieSanders,"“[We] are working to build a more just, humane and free society… Where the misery of the many is not seen as an acceptable price to pay for the comfort and the decadence of the few.” -PA State Rep. 
@Innamo",2020,Democrat
BernieSanders,"There's only one presidential candidate who is endangering Social Security, Donald Trump. Trump's plan to defund Social Security by eliminating the payroll tax would bankrupt it in four years—an absolute disaster for seniors and people with disabilities. Trump must be defeated.",2020,Democrat
BernieSanders,"No, Mr. President. We're not ""rounding the turn"" on COVID-19.  Just yesterday, we set a new record for cases. Over 130,000 Americans who died from this virus would be alive today if you had just listened to the scientists and adopted their recommendations. Trump must be defeated.",2020,Democrat
BernieSanders,Too many people have fought and died to protect our democracy. We are not going to let Trump destroy democracy.,2020,Democrat
BernieSanders,"We have ten days to defeat Trump. Join me and 
@SEIU
 in Pittsburgh for a socially distant event on early voting and canvassing your friends and family.",2020,Democrat
BernieSanders,"I don’t care if you are a progressive, a moderate, or even a conservative. Understand: we have a president who is working day and night to undermine American democracy. Trump must go.",2020,Democrat
BernieSanders,"Last night, Trump attacked “socialized medicine.” 

Funny. I didn’t hear him complain when he received the best socialized medical care in the world for free at a 100% government-run hospital.",2020,Democrat
BernieSanders,"If Trump is re-elected, we will be on defense for the next four years.

I want to go on the offensive.

We must elect Joe Biden, and then rally the American people to transform this country.",2020,Democrat
BernieSanders,"Last night Trump said we are ""rounding the corner"" on the pandemic. Really? Yesterday a record-breaking 77,640 Americans tested positive for COVID-19—up 40% since July. Trump’s lies and his rejection of science have cost us tens of thousands of lives. We need a new president.",2020,Democrat
BernieSanders,"If we are going to advance a progressive agenda, we must defeat Trump badly and protect our democracy. 

Tonight at 8 p.m. ET, join me and some great progressive leaders for a Unity Town Hall on how we must elect Joe Biden and Kamala Harris.",2020,Democrat
BernieSanders,"Last night Trump attacked Medicare for All as ""socialized medicine."" Funny. I didn't hear him complain when he received the best socialized medicine in the world for free at a 100% government run hospital. Yup. Trump loves socialism for himself, rugged individualism for the rest.",2020,Democrat
BernieSanders,"Thank you to 
@PplsAction
 and all the people around the country who shared their stories. Let's get it done. Make a plan to vote now!",2020,Democrat
BernieSanders,"A lot of powerful people and corporations are counting on you to not make your voice heard.

Do not give them that satisfaction.

We’ve got to fight back, and the first step forward is to vote by November 3rd.",2020,Democrat
BernieSanders,"Unbelievable. In the middle of a pandemic, Trump wants to throw tens millions of people off of health insurance, instead of expanding care. Do not let him get away with it. Yes. We will vote in massive numbers and not only defeat him, but defeat him very badly.",2020,Democrat
BernieSanders,"More than any other group of people I can think of, it has been the Native American people who have told all of us that you cannot go to war against the environment and expect to have an environment that’s supportive of us.",2020,Democrat
BernieSanders,"I know there are folks out there who are disgusted with politics and don’t see the relevance of voting.

I hope you will reconsider.

I hope you will see, at a time when we have millions of people who need help, this is not an election any of us can afford to sit out.",2020,Democrat
BernieSanders,"As goes Texas, so goes America.

A high voter turnout in Texas will mean progressive victories up and down the ballot, and it will ensure defeat for Donald Trump.",2020,Democrat
BernieSanders,"Let’s wake up the day after the election knowing we did everything we could to defeat Trump in Michigan, one of the most important states in this election. Chip in now to support 
@RashidaTlaib
’s efforts to get out the vote now!",2020,Democrat
BernieSanders,"Pathetic. Mitch McConnell is prepared to leave millions of working class Americans without income or food. A new Democratic Senate will, immediately, pass a major stimulus bill that restores the $600 a week unemployment supplement and other benefits that workers desperately need.",2020,Democrat
BernieSanders,What is your plan to vote?,2020,Democrat
BernieSanders,"While Donald Trump paid just $750 in U.S. federal income taxes during the first year of his presidency, he paid $188,561 in taxes to China. How's that for America first? So much, Mr. President, for standing up to the big, bad communist government of China. What a fraud.",2020,Democrat
BernieSanders,"There are people out there who quite intentionally do not want you to vote.

Why is that?

Because they are content with a government that is dominated by big money interests.",2020,Democrat
BernieSanders,"“I am here because we are all in the boat together, and we are all going to sink or swim together on Nov. 3. And I don’t want to sink. I’d rather swim with you and everybody else to save this country and save this democracy.",2020,Democrat
BernieSanders,"“As an American, one of our greatest rights is to go out there and vote and have a say in our government… It starts with our vote if we want change.",2020,Democrat
BernieSanders,"We are just 14 days from the most important election in our modern history. Join me and 
@RashidaTlaib
 to answer your questions about this critical election with guests 
@DebDingell
, 
@MMFLint
 and more:",2020,Democrat
BernieSanders,"The real looting in America is 644 billionaires becoming $931 billion richer during a pandemic, while Republicans continue to deny 25 million+ unemployed Americans the $600/week they need to pay for rent & put food on the table. We need an economy that works for all, not the 1%.",2020,Democrat
BernieSanders,"This week there will be a bill in the Senate that would provide the support millions of families desperately need.

I say to my Republican colleagues: Stop listening to Donald Trump. Stop listening to your wealthy campaign contributors.

Pass that bill.",2020,Democrat
BernieSanders,"We must defeat Trump on Nov. 3rd. But that's not all we have to do. With a Democratic Congress and a strong grassroots movement, we must take on the billionaire class and the corporate elite and create an economy that works for all, and not the few. Now is the time.",2020,Democrat
BernieSanders,"We will not have a strong economy and save lives unless we roll back the COVID virus. We will not roll back COVID until we have a president who believes in science. Trump is a danger to our health and our economy, and on Nov. 3rd we will get rid of him.",2020,Democrat
BernieSanders,"“People are tired of listening to Fauci and these idiots,” Trump said. When Trump rejects science, downplays the pandemic & relies on right-wing conspiracy theories, we shouldn't be shocked the virus is surging & we have the highest COVID death rate per capita of major countries.",2020,Democrat
BernieSanders,With a Democratic majority in the House and Senate we must end the absurdity of women making 80 cents on the dollar compared to men. Equal pay for equal work is not a radical idea.,2020,Democrat
BernieSanders,"We have now done 15 virtual rallies in battleground states. The message is the same. Trump became president by winning PA, MI and WI by only 110,000 votes combined. Your vote counts. Let us respond to Republican voter suppression by voting in record-breaking numbers.",2020,Democrat
BernieSanders,"""Whatever your differences [with Biden] are, they’re nothing compared to what we’re facing if we keep Trump there. We have got to win this election."" –Tick Segerblom, Clark County Commissioner",2020,Democrat
BernieSanders,"""Half of our union isn’t working right now. We have 30,000 workers laid off. We came to where we are right now with all this suffering because we have a president and administration that’s been lying about COVID-19."" -Geoconda Argüello-Kline, Culinary Workers Union Local 226",2020,Democrat
BernieSanders,What we have got to do in the next 17 days is not only come out to vote ourselves. We have to got to bring our friends our family members and our coworkers — everybody we know — out to vote as well.,2020,Democrat
BernieSanders,"Trump's lies never stop.  While he continues to talk about how the pandemic in the U.S. is receding there were more than 68,000 new COVID cases on Friday — the highest one-day total since July. We need a president who believes in science, not right-wing mythology.",2020,Democrat
BernieSanders,"I’m proud to endorse 
@NikemaWilliams
’ grassroots campaign for Congress. She will lift up the voices of working people and take on the country’s most powerful special interests. Nikema knows that health care is a human right, and she will fight hard for Medicare for All.",2020,Democrat
BernieSanders,"We need representatives who are accountable to working people, not big banks and corporate donors. Texas: let's send 
@JulieOliverTX
 to Congress to fight for Medicare for All and take on powerful special interests.",2020,Democrat
BernieSanders,"Trump is lying again about COVID-19. Last night he said; ""What we’ve done has been amazing, and we have done an amazing job, and it’s rounding the corner.” The truth: His policies have given us the highest per capita COVID death rate of any major country.",2020,Democrat
BernieSanders,"I am proud to endorse 
@GeorgeGascon
 because he understands a district attorney’s job is not to throw people in jail, but to fight for justice.

As Los Angeles DA, George will hold police accountable when they break the law and end the criminalization of poverty.",2020,Democrat
BernieSanders,Here's the state of American democracy. You get one vote for president. So does Sheldon Adelson. Except—being a multibillionaire—he gets to invest $176 million to elect candidates who represent the rich. We must overturn Citizens United and move to public funding of elections.,2020,Democrat
BernieSanders,"You know how you can tell that your vote is important and will matter in this election?

Because Trump and the Republican Party are trying to stop you from voting.

Don’t let them get away with it.",2020,Democrat
BernieSanders,"For 5 months, Mitch McConnell has had a bill on his desk to provide 30 million unemployed Americans $600 a week and every working-class American $1,200. 

He chose to do nothing. 

Now it's our turn to choose. On Election Day, let's end Republican control over the Senate",2020,Democrat
BernieSanders,"The Republican Party is engaging in massive voter suppression. They know that if people vote in large numbers they will not only lose this election, but we will move toward a government which represents all of us, not just the few. Stand up to voter suppression. VOTE!",2020,Democrat
BernieSanders,"The Senate should be passing a strong stimulus package.

The Senate should be ensuring we have a free and fair election.

The Senate should be addressing climate change.

The Senate should NOT be dealing with a nomination that will literally be voted on days before the election.",2020,Democrat
BernieSanders,"Social Security has been law of the land for 85 years, Medicare for 55. Tens of millions are dependent upon these programs for retirement security and health care. And Judge Barrett doesn't know if they are constitutional. Really? That's what right-wing extremism is all about.",2020,Democrat
BernieSanders,"Let me be as clear as I can be. Despite what Trump's extreme, right-wing Supreme Court nominee may believe, it is women, not the government, who have the right to control their own bodies. Abortion is a constitutional right — period",2020,Democrat
BernieSanders,"To ensure we defeat Trump, we need to have the largest voter turnout in history.

This is good news. Let’s keep it up.

If you haven’t voted, vote.

If you have voted, get your friends and family and neighbors and co-workers to vote.",2020,Democrat
BernieSanders,"Whether we are Jewish, whether we’re Christian, whether we’re Muslim, we are Americans. Yet we have a president who very intentionally, not by accident, is trying to divide us up based on our religion.",2020,Democrat
BernieSanders,I won my first election by 10 votes. Your vote matters.,2020,Democrat
BernieSanders,"This is what voter suppression looks like. In the year 2020, people shouldn't have to wait in line for 5 hours to exercise a constitutional right to vote. We need federal law which respects democracy and makes it easy to vote in every state and end all forms of voter suppression.",2020,Democrat
BernieSanders,"On #PrimeDay, let's not forget. During the pandemic, Jeff Bezos became $97 billion richer by increasing prices by up to 1,000% on essential items and denying hazard pay and paid sick leave to over 450,000 of his workers. It's time to break up Amazon and tax the rich.",2020,Democrat
BernieSanders,I know some of you are thinking of sitting this election out. Let me tell you why that is not an option.,2020,Democrat
BernieSanders,"During this pandemic 215,000 Americans have died and 12 million lost health care. Meanwhile, billionaires in the health care industry became $150 billion richer. The function of a rational health care system is to guarantee quality care for all, not make the rich even richer.",2020,Democrat
BernieSanders,The Native American people must be treated with the respect and dignity they deserve. We all must stand with them in the fight improve their quality of life and to protect their treaties and tribal rights. #IndigenousPeoplesDay,2020,Democrat
BernieSanders,I want to thank all the volunteers out there getting on the phones and urging people to vote in the most consequential election in modern history.,2020,Democrat
BernieSanders,"Sign-up to join thousands of volunteers and help to call ONE MILLION voters to turn Texas blue! (You don’t have to be from TX, all welcome!)",2020,Democrat
BernieSanders,"This mailer in CA is a lie and I call on Uber and Lyft to publicly denounce the deception. I’m opposed to Prop 22 because people working full time deserve decent wages and good benefits. CALIFORNIA: If you oppose corporate greed, vote no on Prop 22",2020,Democrat
BernieSanders,"Ten weeks ago, 30 million unemployed workers stopped receiving $600/week in benefits because the Senate GOP thought $600 was too generous. Since then, the 4 richest Americans gained $54 billion and now own $524 billion in wealth. We need an economy that works for all, not the 1%",2020,Democrat
BernieSanders,Let's be clear. It would be much less expensive to enact the Green New Deal than it would be to continue to allow the fossil fuel industry to destroy the planet we live on. And it would create millions of good-paying jobs in the process.,2020,Democrat
BernieSanders,The American people will not be intimidated by bullies who practice voter suppression and intimidation. We will vote in record-breaking numbers. We will defeat Trump. We will save American democracy.,2020,Democrat
BernieSanders,"“The climate crisis is here, it has been here for decades, affecting Black, brown and indigenous communities across the board.” -Kyle Kline, Tucson AZYCC",2020,Democrat
BernieSanders,"We do not want to wake up the day after the election and find out that Arizona made all of the difference, and that Biden lost Arizona. Tell your friends in Arizona right now they need to vote and vote EARLY.",2020,Democrat
BernieSanders,"What a president should do is encourage as many people as possible to participate in democracy. 

Instead, we have a president today who is trying to suppress the vote.

How outrageous is that?",2020,Democrat
BernieSanders,"This election is about immigration reform and whether or not we continue to have a president, who in a disgraceful and racist manner, demonizes the Latino community.",2020,Democrat
BernieSanders,"Health care for all is not radical. It exists all over the world. 

What we are doing now—where people don’t have health insurance because they have a bad job or are unemployed—that is crazy stuff.",2020,Democrat
BernieSanders,Every other major country understands that universal health care is not a radical idea.,2020,Democrat
BernieSanders,"What we’re up against: 

-Voter suppression
-Voter intimidation
-A president who will be very, very reluctant to concede

We must do everything we can to get people to vote, and vote early.",2020,Democrat
BernieSanders,"The victories we accomplish in this election will lay the groundwork for the future of our political revolution.

That is why I am endorsing dozens of down-ballot candidates across the country today.

Let’s elect them and get to work.",2020,Democrat
BernieSanders,"The following mail piece being sent in LA is a lie. I endorsed 
@R_JonesSawyer
 because he is the best candidate to represent progressive values. Deceptive political ads have no place in our political process. Efren Martinez must condemn whoever is making this effort on his behalf.",2020,Democrat
BernieSanders,"Mr. Trump, guess what? The Walter Reed Hospital that you were at, where you claimed you got excellent, high-quality care, that is a 100% government-funded, government-run, dare I say, “socialist,” facility.",2020,Democrat
BernieSanders,"Let me congratulate the state legislature for making Vermont the 11th state in the country to legalize marijuana and also for expunging past marijuana convictions. Now, it is time for Congress and the federal government to end the war on drugs and legalize marijuana nationwide",2020,Democrat
BernieSanders,"Trump and the Republicans know exactly what I know: If young people vote, the vast majority will not be voting for Trump.

They do not want you to vote.

That is exactly why you must vote.",2020,Democrat
BernieSanders,Young people have a lot to be proud of. But your generation votes in much lower numbers than older people. That has got to change.,2020,Democrat
BernieSanders,I don't want to get people too nervous. But the future of the country—and the world—to a significant degree rests upon whether young people in America will vote.,2020,Democrat
BernieSanders,"The kind of health care that Trump got is good. 

That is the kind of care every American should get — whether they are rich or poor, whether they have a job or not.",2020,Democrat
BernieSanders,"In the last few days Trump has been for a stimulus package, against it, and for it. What will the ""stable genius"" say next? All I know is every unemployed worker needs $600 a week. Working class families need $2,000 a month. And every American needs the same health care as Trump.",2020,Democrat
BernieSanders,"Wealth of U.S. billionaires in 2009: $1.3 trillion

Wealth of U.S. billionaires in 2020: $3.6 trillion

Minimum wage in 2009: $7.25/hr

Minimum wage in 2020: $7.25/hr

Yes. We need to increase the minimum wage to $15/hr, tax the wealth of billionaires and expand Medicare to All.",2020,Democrat
BernieSanders,"While Trump received over $100,000 in free government health care for himself, he's attempting to throw 20 million Americans off their health care. Yes. Trump, the self-proclaimed billionaire, believes in government help for himself, but rugged individualism for everyone else.",2020,Democrat
BernieSanders,"This is what an irrational economy looks like. Billionaires get richer & pay less in taxes while millions are unemployed, kids go hungry, veterans sleep on the street. We must stand up to the billionaire class and create an economy for all, not just a few.",2020,Democrat
BernieSanders,"The Trump administration's policy of separating families is a moral stain on this nation. It is inhumane. And all those responsible must be held accountable for the harm they have done. We need an immigration system based on justice, not cruelty.",2020,Democrat
BernieSanders,"After receiving the best socialized health care in the world Trump just said ""no"" to providing any relief to the unemployed, the uninsured or the hungry. But he's still pushing the Senate to confirm a Supreme Court nominee who will strip health care from 20 million. How pathetic.",2020,Democrat
BernieSanders,"Mr. President: You attack “socialized medicine” every single day. Well, let's be clear. The excellent care you received at Walter Reed was at a 100% government-funded, government run hospital. For Trump, ""socialized medicine"" is bad for everyone but himself. Total hypocrisy!",2020,Democrat
BernieSanders,"I believe every person in America is entitled to the same health care as the President of the United States—with no co-pays, no deductibles and no out-of-pocket expenses. If government-funded health care is good enough for Trump, it is good enough for all of us as a human right.",2020,Democrat
BernieSanders,"In addition, voting sites are opening today near three colleges: East Lansing near MSU, on campus at Western Michigan University and Northern Michigan University. Detroit is also opening 21 early voting sites across the city which will be open 7 days a week until Election Day.",2020,Democrat
BernieSanders,"In Michigan, early voting already begun in every township, but you can still register to vote online until October 19 and in person until Election Day. In other words, you can vote or register to vote right now no matter where you live in the state.",2020,Democrat
BernieSanders,"Joe Biden understands that we have got to take on the greed, the price fixing and the collusion of the pharmaceutical industry, and end the absurdity of Americans paying by far the highest prices in the world for prescription drugs.",2020,Democrat
BernieSanders,Joe Biden is going to end the international embarrassment of the United States being the only major country on Earth not to provide paid family and medical leave.,2020,Democrat
BernieSanders,"The outrageous inequality and corporate greed we are facing today is grotesque, it is immoral, and it is unsustainable.",2020,Democrat
BernieSanders,"While 30 million Americans have lost their jobs, while 12 million have lost their health insurance, while 29 million do not have enough food to eat, while 40 million face eviction, 643 billionaires increased their wealth by $845 billion over the past 6 months alone.",2020,Democrat
BernieSanders,When Joe Biden is president we are going to raise the federal minimum wage from a starvation wage of $7.25 an hour to a living wage of $15 an hour.,2020,Democrat
BernieSanders,"While many millions of young Americans are struggling to pay off outrageously high levels of student debt, many of them are forced to work for wages that are much too low – if they have a job at all. That's something we have got to address.",2020,Democrat
BernieSanders,"To voters in Michigan, and all across this country: Yes. Your vote matters. In fact, it can be decisive in determining the future of our entire country. Please vote.",2020,Democrat
BernieSanders,"There are some who say that we have to make a choice between having a strong economy and protecting the American people from this terrible disease. 

I disagree. 

The truth is that we will never have a strong economy so long as this pandemic continues to surge.",2020,Democrat
BernieSanders,"As wonderful and idealistic as our younger generation is, it does not vote in large enough numbers. If young people voted at the same rates as older people, they could transform this country.",2020,Democrat
BernieSanders,"With Joe Biden as president and a Democratic Congress, we will:

-Pil pekende oppover the minimum wage to $15/hr
- Make public colleges tuition-free for working families
- Substantially reduce student debt
- Lower the age for Medicare to 60
- Improve Medicare to include dental, vision & hearing",2020,Democrat
BernieSanders,"At this critical and unprecedented moment in American history, it is absolutely imperative that we stand together and elect Joe Biden as the next president of the United States.",2020,Democrat
BernieSanders,"There is no question that the economic proposals that Joe Biden is supporting are strong and will go a long, long way in improving life for working families.",2020,Democrat
BernieSanders,"Over the past four years, the economy has been great for billionaires, and even better for them during this horrific pandemic, but it has been an absolute disaster for working families",2020,Democrat
BernieSanders,"Which candidate will be disciplined and responsible in dealing with this pandemic?

Joe Biden.

Which candidate will develop policies based on the advice of the best scientists?

Joe Biden.

Which candidate has the temperament to see us through this difficult crisis?

Joe Biden.",2020,Democrat
BernieSanders,"It doesn’t matter if you are an essential worker at a supermarket, a bus driver, or president of the United States. Each and every one of us is vulnerable to this pandemic.",2020,Democrat
BernieSanders,"We need an economy that works for all, and not just the few. That means millions of new jobs, higher wages, equal pay for equal work and a tax system that is fair. That's what I will be talking about today as I campaign for Joe Biden in New Hampshire.",2020,Democrat
